Id,Name,X,Y,Caption,URL
0,古德寺,114.3130430000,30.6246610000,古德寺，位于湖北武汉市汉口黄浦路上滑坡74号，该寺于清光绪三年（1877年）由隆希创建，初名古德茅蓬，1914-1919年间由主持昌宏先后两次进行扩建，改名古德寺，有“心性好古，普度以德”之意，并由黎元洪亲自题写匾名。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560155227&di=f197ef038bd2fb6059e029bc9bad8dee&imgtype=jpg&er=1&src=http%3A%2F%2Fimg.pconline.com.cn%2Fimages%2Fupload%2Fupc%2Ftx%2Fphotoblog%2F1604%2F11%2Fc16%2F20209262_1460380609759_mthumb.jpg
0,禹稷行宫,114.2911790000,30.5613280000,禹稷行宫（禹王宫），位于汉阳龟山东麓的禹功矶上，是武汉历代祭祀大禹之地，也是武汉市著名的历史文化建筑。2013年3月在国务院公布的第七批全国重点文物保护单位名单中，禹稷行宫被增补为新的全国重点文物保护单位。,"https://ss0.bdstatic.com/70cFvHSh_Q1YnxGkpoWK1HF6hhy/it/u=1974055036,4103633280&fm=26&gp=0.jpg"
0,胜像宝塔,114.3190630000,30.5480460000,胜像宝塔 ，位于武汉市蛇山西部，1343年由元代威顺王建于黄鹤楼故址前的黄鹄矶头，1955年迁至目前位置。塔型属于佛教密宗佛塔。2013年入选第七批全国重点文物保护单位名单。胜像宝塔色泽白润，古朴雅致，是武汉市现存唯一一座喇嘛式白塔，一度与黄鹤楼相映成辉，为研究历史文化名城武汉的元末明初的历史和宗教提供了重要的实物资料。,"https://ss0.bdstatic.com/70cFuHSh_Q1YnxGkpoWK1HF6hhy/it/u=1507050227,1348300781&fm=26&gp=0.jpg"
0,无影塔,114.3512970000,30.5411240000,无影塔位于武昌区洪山西麓的洪山公园内。无影塔原名宋兴福寺塔。兴福寺原名晋安寺，始建于南朝梁元帝承圣年间（552~554年）。隋文帝仁寿元年（601年）改称兴福寺。至南宋度宗咸淳六年（1270年）重建兴福寺并建此塔。兴福寺毁于近代，1953年该塔迁移至洪山公园内。,"https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=2239725993,2468259573&fm=26&gp=0.jpg"
0,槐山矶驳岸,114.1365730000,30.3438030000,槐山矶石驳岸，位于江夏区金口街槐山西麓长江边，如一条蜿蜒的巨龙，横卧在槐山脚下。此驳岸始建于明朝嘉靖年间，是长江上仅存的一处古代航运建筑设施。现已公布为湖北省文物保护单位，同时2013年3日由国务院印发的《第七批全国重点文物保护单位》名录在国家文物局官网公布，目前已经是国家重点保护文物 。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560156643&di=7794992e9a9bd1d0974001b4d58b5682&imgtype=jpg&er=1&src=http%3A%2F%2Fn.sinaimg.cn%2Fsinacn09%2F314%2Fw690h424%2F20180824%2F3f5a-hicsiaw1181471.jpg
1,明楚王墓,114.5060000000,30.4180000000,明楚王墓位于湖北省武汉市东南40公里处江夏区龙泉山，系明朝八代九位楚藩王的陵寝。明楚王墓各寝占地均在百亩以上，除墓冢外，原都有碑亭、茔城、大殿、配殿、祭台等建筑物，现多已不存。1982年，对昭王陵进行了较大规模的修整。龙泉山和明楚王墓群现被辟为风景区。,"https://ss1.bdstatic.com/70cFuXSh_Q1YnxGkpoWK1HF6hhy/it/u=3533119178,1155920863&fm=26&gp=0.jpg"
1,钟子期墓,114.0898344116,30.5467694026,钟子期墓坐落在湖北省武汉市蔡甸区马鞍山南麓凤凰咀上，面朝南湖，形成背山面湖形势。墓前有清光绪十年（1884年）所立石碑1块（现已残）。,"https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=2506398003,2375267127&fm=27&gp=0.jpg"
1,鲁台山古墓群,114.4003370000,30.8716070000,鲁台山古墓葬群位于武汉市黄陂区前川街道鲁台村，属周代遗址，列为省级文物保护单位。位于滠水东岸的鲁台山西南，1977年底、1978年初发现。整个墓葬群范围：东西长300米、南北宽100米，共有西周与春秋战国墓35座。其中西周墓5座，春秋战国墓30座。这批墓葬群，共出土160件铜、玉、陶器，其中青铜器约占二分之一。铜器造型严谨，花纹繁缛。1983年被定为省级文物保护单位。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560157054&di=2826c5e0eedce84fd784d5125882ae30&imgtype=jpg&er=1&src=http%3A%2F%2Fimages.3158.cn%2Fdata%2Fattachment%2Ftougao%2Farticle%2F2014%2F07%2F22%2Fd206bf26bafeb634022670b413a8d31d.jpg
2,湖泗瓷窑址群,114.3576900000,30.0959630000,湖泗窑址群位于湖北省武汉市江夏区梁子湖沿岸，因最早发现于湖泗乡而得名，窑堆一般高约5米，围径100米左右，最大的高达9米，围径约200米，是全国重点文物保护单位。,"https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=119626601,2641885665&fm=26&gp=0.jpg"
2,盘龙城旧址,114.3626590000,30.7250100000,盘龙城遗址于1954年被发现后，发掘了城址、宫殿等大型建筑及多座高等级贵族墓葬，出土有数百件青铜器、陶器、玉器、石器和骨器等遗物。1988年1月13日，盘龙城遗址被中华人民共和国国务院公布为第三批全国重点文物保护单位 。2013年12月，盘龙城遗址被列入第二批国家考古遗址公园。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560221338&di=7bcae2d87f232979f0355d76c6a5599d&imgtype=jpg&er=1&src=http%3A%2F%2Fimg.mp.sohu.com%2Fupload%2F20170811%2F1b2875fafaee4076886e40a07b3ec1f3_th.png
2,作京城遗址,114.2151320000,31.0768990000,位于黄陂区李集镇京城湾村，汉代城址。面积约50万平方米。平面呈不规则方形，东西约200米，南北约140余米，夯筑城垣基宽约30米，顶宽约12米，残高6米左右，东、南、北三面有城门遗迹。城内散布大量绳纹筒瓦、板瓦残片。,"https://ss1.bdstatic.com/70cFvXSh_Q1YnxGkpoWK1HF6hhy/it/u=3077531495,3163176978&fm=26&gp=0.jpg"
2,五谷城遗址,114.3323710000,30.2119420000,由大城、东小城、西小城三部分组成。三城东西向连接，平面近似长方形，各城略呈方形。大城边长约240米，东城长宽为90×85米，西城边长约90米。夯土城垣宽5米，残高1米。城外有护城壕沟遗迹。地表散布泥质灰陶板瓦、筒瓦残片。,"https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=1822922732,1652535018&fm=26&gp=0.jpg"
2,斧头湖窑址,114.1349910000,30.3051660000,斧头湖窑址位于武汉市江夏区斧头湖北岸法泗乡、范湖乡、安山乡、河垴乡境内，五代－元窑址群。面积约20平方公里。1984年发现39座瓷窑，其中馒头形窑堆34座，龙窑5座。窑堆高者达12米，底部直径约15米，龙窑一般长30－40米。采集瓷片质一般呈红褐色，釉色有绿、青、黄、黄褐、黑等，器形有带流罐、橄榄形罐、平底碗、矮圈足碗、注子、缸形器等。窑具有和筒形匣钵和带乳钉的支圈，以叠置仰烧法为主。,"https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559734869738&di=7e2698cb7325ec30c9454687c6b5ae80&imgtype=0&src=http%3A%2F%2Fimg.mp.sohu.com%2Fq_mini%2Cc_zoom%2Cw_640%2Fupload%2F20170723%2Fbc8f3c65992d4f4baa178ff30d09e023_th.jpg"
2,中分卫湾遗址,114.3646440000,30.9852860000,中分卫湾遗址位于武汉市黄陂区祁家湾镇中分卫湾村北，商代遗址。面积约5·7万平方米，文化层厚2·5米左右。采集有月牙形玉铲、玉璧、玉戈、铜戈及陶片。陶片以夹砂红褐陶为主，夹砂灰褐陶次之，有少量泥质灰陶和印纹硬陶；纹饰有绳纹、方格纹、弦纹、按窝纹；器形有鬲、罐、豆等。,"http://img3.imgtn.bdimg.com/it/u=1095712091,522723934&fm=15&gp=0.jpg"2,马投潭遗址,114.1317570000,30.6428510000,马投潭遗址位于武汉市东西湖区吴家山北部，在马投潭村西城隍台上，距东西湖区区机关驻地2公里。,"http://img5.imgtn.bdimg.com/it/u=2961035159,747085404&fm=15&gp=0.jpg"
2,许家墩遗址,114.5142660000,30.5395220000,许家墩遗址在武汉市洪山区花山镇，紧靠严西湖边，为一处古文化遗址。许家墩遗址位于花山镇联合村内，有大、小许家墩。小许家墩发现于70年代位于洪山区花山镇联合村，新石器时代遗址。面积约7000平方米，文化层1.5－2.5米。采集有石斧和陶片。陶片以泥质灰陶为主，夹砂褐陶次之，纹饰有篮纹，器形有缸、豆、鼎及纺轮等。属石家河文化。（第三批）,https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=2307864522,1506889868&fm=26&gp=0.jpg,陈子墩遗址,113.9259590000,30.4694010000,位于蔡甸区永安镇古迹岗村，新石器时代、商周遗址。面积约2·2万平方米，文化层厚1米左右。采集有石斧、锛和铜刀、镞、矛、剑、锥及陶片。新石器时代陶片以泥质灰陶为主，夹砂褐陶次之，纹饰有篮纹、方格纹，器形有鼎、碗等，属石家河文化；商周代陶片以夹砂褐陶为主，有少量夹砂红陶，纹饰有绳纹、弦纹，器形有鬲及网坠等。（第三批）处湖边，面积3000平方米，东西长200米，南北宽15米。属湖北省文物保护单位。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559716702185&di=db757d90df4c494f0fc28b9d3ca30333&imgtype=0&src=http%3A%2F%2Fmmbiz.qpic.cn%2Fmmbiz_jpg%2F7uGZmLN0hDiavACicrxoKliao9ZBTGUib2p9yjm0nAkBibkVLMS8bz9qv0d9ibblZUKo3r1P8TlOpaBBvF3o3WvBVhFg%2F640%3Fwx_fmt%3Djpeg
2,铁门坎遗址,114.3148970000,30.9618100000,位于武汉市黄陂区罗汉街坦皮塘村。新石器时代至宋代遗址。面积约10万平方米，文化层厚3米左右。曾经发掘，出土了陶器、瓷器、铜器和银器等珍贵文物。该遗址对于研究这一地区的历史文化具有重要意义。(第五批),https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559792133681&di=59aa5dfe582e3a8251a4a9906d7315a2&imgtype=0&src=http%3A%2F%2Fwww.hinews.cn%2Fpic%2F003%2F006%2F529%2F00300652906_9dc97a51.jpg
2,老人桥遗址,114.3773420000,30.5950750000,位于武汉市洪山区洪山乡周家湾东北100米，新石器时代遗址。面积约9000平方米，文化层厚3米左右。采集有石斧、锛、铲和陶片。陶片以夹砂灰陶为主，有少量泥质红陶，纹饰有弦纹，器形有鼎、杯、盆等，属石家河文化。（第二批）,"http://img3.imgtn.bdimg.com/it/u=3194262562,3219440295&fm=15&gp=0.jpg"
2,放鹰台遗址,114.3528860000,30.5542140000,位于武汉市武昌区水果湖街，新石器时代、周代遗址。为一椭圆形台地，面积约1万平方米。相传唐代诗人李白曾在此处放鹰捕鱼，放鹰台由此得名。1956年发现，1965年和1997年两次考古发掘，出土了大量屈家岭文化时期的石器、陶器以及稻谷壳。该遗址是武汉中心城区最重要的史前遗址，对研究武汉市历史文化有重要意义。,"http://img0.imgtn.bdimg.com/it/u=2736206791,2147587959&fm=15&gp=0.jpg"
2,鸡公程遗址,114.5650800110,30.8829426431,位于武汉市黄陂区六指街徐田村，商周、南北朝遗址。由一处城址和一处城外台地组成。城址平面呈椭圆形，南北长径约175米，东西短径约150米，面积约2.5万平方米，文化层厚约2米。城垣高出周边1～2米，现存城垣顶宽8～10米。城外东南约100米处的“鲢鱼墩”台地上也分布有文化遗存。该遗址对研究武汉市历史文化具有重要价值。,"http://img1.imgtn.bdimg.com/it/u=1434986294,3486813357&fm=26&gp=0.jpg"
2,庙墩遗址,114.8849644575,30.9978538289,位于武汉市新洲区潘塘街汉楼村，西周时期遗址。由三个土墩组成，高出地面2.5米左右，面积2万平方米，文化层厚1.5米。采集有大量夹砂红褐陶片、泥质灰陶片，纹饰有绳纹、弦纹、附加堆纹，器形有鬲、豆、罐等。该遗址具有较高的学术价值。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559726039941&di=8619de832e2c195fdbe2b94eda53377f&imgtype=0&src=http%3A%2F%2F5b0988e595225.cdn.sohucs.com%2Fimages%2F20171002%2F95343355e0df437299c5daae41ff0583.jpeg
2,珠山遗址,114.6078380000,30.6203560000,位于武汉市新洲区双柳街龙口村，东周、汉代遗址。平面呈圆形，高出地面约9米，面积2万平方米，文化层厚2～4米。采集有大量绳纹陶片，器形有板瓦、筒瓦、鬲等。该遗址保存较好，遗物丰富，具有较高的学术价值。,"https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560386935&di=43e14885591f530a5d64f6df3302ab40&imgtype=jpg&er=1&src=http%3A%2F%2Fimg1.ph.126.net%2FbZXgg9JH9Kd-5CrCMdx0vQ%3D%3D%2F6631948474515348229.jpg"2,面前畈遗址,114.5876150000,30.8867640000,位于黄陂区棠乡楼子田湾村西150米，新石器时代遗址。面积约3万平方米，文化层厚4米左右。采集有石凿、斧和陶片。陶片以夹砂灰陶为主，夹砂红陶次之，有少量黑皮陶；纹饰有篮纹、弦纹、刻划纹、按窝纹及镂孔；器形有鼎、罐、缸、豆、盆等。属石家河文化。（第三批）,"https://ss3.bdstatic.com/70cFv8Sh_Q1YnxGkpoWK1HF6hhy/it/u=1341933199,2105424224&fm=26&gp=0.jpg"
2,龙王尖遗址,114.2751150000,31.0824710000,龙王尖位于武汉市黄陂区李家集街道珍珠岭，海拔385.6米，为大别山余脉，湖北省户外旅行必选。主峰顶巅有一座古庙，名曰龙王庙，建于明宣德二年(1427年)，明万历三十四年(1606年)，龙王庙被山火烧成灰烬。之后几度毁建，今已不存。原址现存一城堡遗址，断墙残埂，为龙王尖石寨遗址，号称武汉的长城。,"https://ss2.bdstatic.com/70cFvnSh_Q1YnxGkpoWK1HF6hhy/it/u=1512116579,2434615797&fm=26&gp=0.jpg"
3,陈友谅墓,114.3190629997,30.5480460000,陈友谅墓是元末农民起义领袖、元朝末年“大汉”政权的缔造者——大汉皇帝陈友谅的墓地，位于武汉长江大桥蛇山引桥的南侧，是武汉市唯一的封建帝王陵墓。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560328308&di=ad83aa0b656a922be599cb6fe113b246&imgtype=jpg&er=1&src=http%3A%2F%2Fa1.att.hudong.com%2F80%2F77%2F01300001024098150676770079074_s.jpg
3,庚子革命烈士墓,114.3161999998,30.5810840001,庚子烈士墓在洪山东北麓。是清光绪二十六年（1900年）在汉口准备起事反对慈禧专政，以求改良中国政治而道清政府杀害的自立军首领唐才常、傅慈祥、林圭等7人埋骨处。墓为长方形，砖石砌成。墓前建有四柱三门的牌坊，横额上书“庚子革命先烈墓道”8字。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560328141&di=fd853d2bfc28997e558ad6adf3b51fdf&imgtype=jpg&er=1&src=http%3A%2F%2Fwww.1911museum.cn%2Fwcs%2FUpload%2Fimage%2F20140630%2F20140630161726_77909.jpg
3,三烈士亭,114.3010700000,30.5403060001,位于武昌造船厂东大门内。这里原为清末湖广总督署地，1911年10月10日凌晨，彭楚藩、刘复基、杨洪胜三位首义志士在此就义。湖北军政府后在此立纪念碑。1931年，驻军某部在此建纪念亭。原亭1976年倒塌。1981年，武昌造船厂在距原址20米处复修“三烈士亭”。亭内立“彭刘杨三烈士就义处”石碑。,"https://ss3.bdstatic.com/70cFv8Sh_Q1YnxGkpoWK1HF6hhy/it/u=3372254852,572332471&fm=26&gp=0.jpg"
3,辛亥首义发难处工程营,114.3148529998,30.5385890001,辛亥首义发难处工程营位于武汉市武昌区紫阳路234号，清宣统三年(1911)。1911年10月10日晚，驻扎这里的新军工程八营官兵按照革命党人制定的起义计划首先发难，打响了辛亥革命武昌首义的第一枪。旧址建筑建国初仅存三栋砖木结构平房，每栋长38.5米，宽14.8米，2门18窗。现已改造为两层楼房。1987年立武昌首义发难纪念碑。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560327844&di=344928a2db85d6c7812f7441f51e556a&imgtype=jpg&er=1&src=http%3A%2F%2Fs13.sinaimg.cn%2Fmw690%2F001Nic9vzy7qywUujY8ec%26amp%3B690
3,黄兴拜将台旧址,114.3151930002,30.5455730002,拜将台，位于武昌阅马场首义广场南端，与辛亥革命武昌起义军旧址遥遥相望。1911年11月3日，湖北军政府都督黎元洪效汉刘邦拜韩信为将仪式，在此筑台拜将，任黄兴为战时总司令。故此地有“拜将台”之称。1928年，辛亥首义同志在此修纪念亭。1948年，因亭毁改建纪念碑。现紫红色水磨石纪念碑乃1955年武昌区人民政府改建。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559733149627&di=dfc8d7a5689d9381e778bd5cc8588532&imgtype=0&src=http%3A%2F%2Fpic105.huitu.com%2Fres%2F20180404%2F619513_20180404220657509020_1.jpg
3,辛亥铁血将士公墓,114.1925799999,30.5668100002,辛亥铁血将士公墓位于武汉市汉阳扁担山。1911年10月武昌起义后，清政府急调陆、海进攻汉口、汉阳。在汉阳保卫战中阵亡的将士4200余人，由“红十字会”集中掩埋。公墓原在汉阳六角亭，1957年因修建长江大桥迁现址。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559733454708&di=279b4cafad6ee9a049743015ed52ecd0&imgtype=0&src=http%3A%2F%2Fwww.cityphotos.cn%2Fallpicture%2Fwaterpic%2F2011%2F928%2Faid85741%2F20110928014832875989601.jpg
3,辛亥首义烈士公墓,114.2768029997,30.5796590001,辛亥首义烈士公墓位于武汉市武昌伏虎山北麓。刘静庵、蔡济民、蓝天蔚等民主革命者埋葬于此。1956年公布为湖北省第一批文物保护单位。“文化大革命”中，原墓被毁，1981年重新修复。,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559733555903&di=303a1024f18178ffb8d78539b7e7d4d5&imgtype=0&src=http%3A%2F%2Fy1.ifengimg.com%2Fcd3958167fe49108%2F2013%2F0816%2Frdn_520d6baa5ea4c.jpg
3,施洋烈士墓,114.3161999998,30.5810840001,施洋烈士墓-湖北省重点文物保护单位。位于武昌城内洪山南麓。施洋是在五四运动中成长起来的著名进步律师，积极支持和投身工人运动和学生运动，1922年在汉口加入中国共产党，为京汉铁路总工会法律顾问。1923年2月京汉铁路工人大罢工期间被捕，旋于2月15日在武昌惨遭杀害。,https://gss3.bdstatic.com/7Po3dSag_xI4khGkpoWK1HF6hhy/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=736c657334a85edfee81f671283d6246/f703738da97739127c468942f8198618367ae2b5.jpg
3,陈定一烈士墓,114.4944059998,30.5175690002,位于武汉市洪山区石门峰公墓。陈定一(1907-1926)，武汉市人，中共党员，湖北省学联领导人。1926年8月为策应北伐军入武昌城被军阀逮捕，牺牲于武昌火巷口，北伐军攻克武昌后，将其遗体身首缝合，易棺改葬。墓原在洪山南麓，1958年扩建马路迁此，坐南朝北，砖混结构，前立有石碑，高1.9米，宽0.7米。（第一批）,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1559733289743&di=1b148554735ca89619cf8be1e203b93e&imgtype=0&src=http%3A%2F%2Fs13.sinaimg.cn%2Fmw690%2F00253QgTzy7cwQJw70g7c%26690
3,北伐军官兵公墓,114.3161999998,30.5810840001,位于武汉市武昌区洪山南坡。为纪念1926年9月攻占武昌城牺牲的国民革命军第四军独立团将士，由独立团团长叶挺主持修建。烈士墓占地约300平方米，土顶，片石砌筑，正面嵌高1.74米，宽0.8米的原青石墓碑。1954年维修。1980年扩建为陵园，面积约1.1万平方米。1986年增建牌坊、阵亡将士纪念碑、曹渊烈士纪念碑。（第一批）,"https://ss1.bdstatic.com/70cFuXSh_Q1YnxGkpoWK1HF6hhy/it/u=503900483,1825295262&fm=26&gp=0.jpg"
3,中国共产党第五次代表大会会址,114.3047909998,30.5539240004,中国共产党第五次全国代表大会会址纪念馆位于“中国第一红街”—武汉市 武昌区都府堤20号 ，也是中共创始人之一毛泽东、陈潭秋早期革命活动旧址，会址原为1918年创办的国立武昌高等师范学校附属小学。,"https://ss0.bdstatic.com/70cFvHSh_Q1YnxGkpoWK1HF6hhy/it/u=1506960817,4215893241&fm=26&gp=0.jpg"
3,红色烈士公墓,114.2810589999,30.5609699998,位于武汉市汉阳龟山西头。大革命失败后，许多共产党人和革命志士英勇就义。共产党员陈春和将部分烈士遗体秘密葬于龟山南麓补乾亭侧，立碑称为“红色战士公墓”。1955年迁汉阳扁担山。1986年迁现址并建陵园。陵园由广场、墓、碑和亭组成，坐西朝东，面积535.5平方米。公墓以白色梯形墓碑为主体，碑高5·2米，正面镌刻彭真题字：“红色战士公墓”，背面刻有《红色战士公墓记》。（第一批）,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1560323673&di=a5b9ecbaf9d01f964ddc35101ef5ec84&imgtype=jpg&er=1&src=http%3A%2F%2Fimg1.qunarzz.com%2Ftravel%2Fd7%2F1705%2F7a%2Fc50f57065f9a77b5.jpg_r_480x360x95_b367ab8c.jpg
